Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
869, Chinese,Chinese Spareribs,hoisin sauce ketchup honey soy sauce sake rice vinegar lemon juice ginger garlic five-spice powder pork sparerib,503,23,31,30,https://www.allrecipes.com/recipe/77408/chinese-spareribs/
870, Chinese,Wonton Soup,boneless pork loin shrimp rice wine light soy sauce brown sugar onion ginger root wonton wrapper,195,21,6,13,https://www.allrecipes.com/recipe/13199/wonton-soup/
871, Chinese,Shrimp with Lobster Sauce,cornstarch cooking sherry medium shrimp vegetable oil garlic ground pork water soy sauce sugar salt cold water cornstarch egg beaten,308,5,20,26,https://www.allrecipes.com/recipe/57716/shrimp-with-lobster-sauce/
872, Chinese,Pork Lo Mein,linguine low-sodium soy sauce rice vinegar cornstarch sugar sesame oil canola oil snap pea sweet onion pork tenderloin cut thin strip mushroom bell pepper garlic ginger onion,415,55,11,26,https://www.allrecipes.com/recipe/231523/pork-lo-mein/
873, Chinese,Chinese Barbeque Pork (Char Siu),soy sauce honey rice wine hoisin sauce ketchup brown sugar garlic five-spice powder ground pepper cayenne pepper pink salt boneless pork butt food kosher salt tate,513,49,22,26,https://www.allrecipes.com/recipe/258494/chinese-barbeque-pork-char-siu/
874, Chinese,Sweet and Sour Pork Tenderloin,pork tenderloin silver skin salt ground pepper ketchup rice vinegar pineapple chunk juice brown sugar garlic chili sauce soy sauce pepper flake vegetable oil butter onion onion top,297,23,11,26,https://www.allrecipes.com/recipe/222342/sweet-and-sour-pork-tenderloin/
875, Chinese,Stir-Fry Pork with Ginger,vegetable oil ginger root lean pork soy sauce dark soy sauce salt sugar sesame oil onion rice wine,322,2,30,9,https://www.allrecipes.com/recipe/31059/stir-fry-pork-with-ginger/
876, Chinese,Pork Chop Suey,pork tenderloin flour vegetable oil bok choy celery bell pepper cut inch strip mushroom water chestnut garlic chicken broth soy sauce cornstarch dry sherry ground ginger,194,14,8,16,https://www.allrecipes.com/recipe/22331/pork-chop-suey/
877, Chinese,Pork and Bamboo Shoots,peanut oil bamboo shoot peanut oil garlic chile pepper pepper flake ground pork rice wine salt rice vinegar soy sauce chicken broth onion sesame oil,353,12,30,12,https://www.allrecipes.com/recipe/157593/pork-and-bamboo-shoots/
878, Chinese,Hong Kong Sweet and Sour Pork,light soy sauce sugar potato starch sesame oil ground pepper pork loin cut cube water vinegar ketchup sugar salt potato starch food egg beaten potato starch peanut oil bell pepper cut chunk cayenne pepper slice pineapple garlic onion,588,60,28,25,https://www.allrecipes.com/recipe/143090/hong-kong-sweet-and-sour-pork/
879, Chinese,Tsao Mi Fun (Taiwanese Fried Rice Noodles),pork loin soy sauce rice wine pepper five-spice powder cornstarch mushroom rice vermicelli vegetable oil egg beaten garlic shrimp carrot cut matchstick strip onion bean sprout napa cabbage salt cilantro garnish,523,63,20,19,https://www.allrecipes.com/recipe/173959/tsao-mi-fun-taiwanese-fried-rice-noodles/
880, Chinese,Pork Wonton Soup,rice wine cornstarch ground pork onion soy sauce ginger sesame oil sugar salt wonton wrapper egg beaten bok choy sugar snap pea carrot onion chicken broth water onion,513,58,16,32,https://www.allrecipes.com/recipe/231306/pork-wonton-soup/
881, Chinese,Chinese Roast Pork,bone-in pork roast soy sauce dry sherry honey garlic ground ginger cornstarch water,351,15,22,22,https://www.allrecipes.com/recipe/14769/chinese-roast-pork/
882, Chinese,Instant Pot Sweet and Sour Pork,vegetable oil boneless pork loin cut cube water ketchup rice vinegar pineapple juice brown sugar low-sodium soy sauce ginger garlic aluminum foil onion pineapple bell pepper cut chunk bell pepper cut chunk cornstarch sesame seed,329,36,11,22,https://www.allrecipes.com/recipe/276655/instant-pot-sweet-and-sour-pork/
883, Chinese,Air Fryer Chinese Sweet and Sour Pork,pork cutlet cut piece cornstarch sesame oil nonstick cooking spray,304,22,10,31,https://www.allrecipes.com/recipe/277954/air-fryer-chinese-sweet-and-sour-pork/
884, Chinese,Slow-Cooked Red Braised Pork Belly,pork cut bite-size piece vegetable oil brown sugar dark soy sauce rice wine light soy sauce scallion ginger star anise pod water cover chicken substitute egg,680,16,49,38,https://www.allrecipes.com/recipe/246481/slow-cooked-red-braised-pork-belly/
885, Chinese,Chinese Pork Tenderloin,pork tenderloin light soy sauce hoisin sauce sherry bean sauce ginger root packed brown sugar garlic sesame oil five-spice powder,222,5,6,36,https://www.allrecipes.com/recipe/53935/chinese-pork-tenderloin/
886, Chinese,Chinese Braised Spare Ribs,pork sparerib cut inch piece vegetable oil ginger root onion cut piece ground cinnamon water soy sauce sugar rice wine salt pepper,244,4,19,15,https://www.allrecipes.com/recipe/64450/chinese-braised-spare-ribs/
887, Chinese,Hoisin Pork Stir Fry,boneless pork chop cut stir-fry strip hoisin sauce cornstarch hoisin sauce chicken broth cornstarch rice vinegar sugar pepper flake sesame oil garlic ginger root carrot bell pepper water chestnut onion,235,18,11,16,https://www.allrecipes.com/recipe/214865/hoisin-pork-stir-fry/
888, Chinese,Sweet and Spicy Pork and Napa Cabbage Stir-Fry with Spicy Noodles,dry noodle soy sauce sweet chili sauce garlic powder ground ginger sesame oil soy sauce garlic powder pork loin cut strip cooking oil onion cut bite-size piece pepper flake sweet chili sauce napa cabbage celery carrot bell pepper cornstarch cold water,527,73,19,22,https://www.allrecipes.com/recipe/187448/sweet-and-spicy-pork-and-napa-cabbage-stir-fry-with-spicy-noodles/
889, Chinese,Taiwanese Dumplings,napa cabbage cilantro ground pork jalapeno pepper egg ginger root sesame oil salt ground pepper tate potsticker wrapper,305,41,8,16,https://www.allrecipes.com/recipe/257372/taiwanese-dumplings/
890, Chinese,Chinese Barbecued Spareribs,hoisin sauce jellied cranberry sauce sodium soy sauce wine honey food garlic salt five-spice powder pork sparerib cut piece water,932,21,72,48,https://www.allrecipes.com/recipe/41206/chinese-barbequed-spareribs/
892, Chinese,Szechuan Spicy Eggplant,eggplant soy sauce chicken stock oyster sauce chili sauce sugar ground pepper water cornstarch cooking spray onion ginger root garlic lean ground beef shrimp sesame oil cooked rice,441,62,13,20,https://www.allrecipes.com/recipe/18792/szechuan-spicy-eggplant/
893, Chinese,Chinese Mapo Tofu,cold water cornstarch ground pork vegetable oil garlic ginger root firm tofu cut inch piece soy sauce bean sauce sugar onion sesame oil,268,8,17,22,https://www.allrecipes.com/recipe/164254/chinese-mabo-tofu/
894, Chinese,Dong Po (Chinese Pork Belly),raw pork vegetable oil light soy sauce dark soy sauce rice cooking wine rock sugar ginger spring onion,578,26,47,9,https://www.allrecipes.com/recipe/218104/dong-po-chinese-pork-belly/
895, Chinese,Cantonese Barbecued Pork,dry sherry ginger root oyster sauce five-spice powder soy sauce sugar hoisin sauce ketchup ground cinnamon pork shoulder roast honey,158,10,7,13,https://www.allrecipes.com/recipe/24539/cantonese-barbecued-pork/
896, Chinese,Lazy Pork Dumplings,flour warm water kosher salt,50,4,2,3,https://www.allrecipes.com/recipe/276226/lazy-pork-dumplings/
897, Chinese,Mu Shu Pork,soy sauce wine sesame oil cornstarch pork tenderloin cut thin strip shiitake mushroom onion garlic ginger napa cabbage soy sauce wine cornstarch sugar ground pepper vegetable oil sesame oil egg beaten wine hoisin sauce soy sauce sesame oil frozen moo shu pancake thawed,355,53,8,17,https://www.allrecipes.com/recipe/175631/mu-shu-pork/
898, Chinese,Easy Moo Shu Pork,soy sauce sesame oil ginger garlic pork tenderloin fat pork cut strip vegetable oil napa cabbage carrot salt ground pepper,118,2,8,10,https://www.allrecipes.com/recipe/258246/easy-moo-shu-pork/
899, Chinese,Authentic Sweet and Sour Pork,pork loin rice wine salt monosodium glutamate chicken stock cornstarch sugar vinegar soy sauce egg vegetable oil garlic ginger spring onion,435,35,21,25,https://www.allrecipes.com/recipe/257221/authentic-sweet-and-sour-pork/
900, Chinese,Sweet and Sour Lychee Pork,egg yolk soy sauce rice wine cornstarch salt ground sichuan peppercorn pork tenderloin fat cut cube,441,41,24,16,https://www.allrecipes.com/recipe/265694/sweet-and-sour-lychee-pork/
901, Chinese,Singaporean Tender Pork Spare Ribs,light soy sauce dark soy sauce peppercorn garlic orange juice pork sparerib orange juice water stick cinnamon star anise sugar peanut corn oil egg,693,25,54,29,https://www.allrecipes.com/recipe/76692/singaporean-tender-pork-spare-ribs/
902, Chinese,Hunan Peppered Pork,vegetable oil garlic ginger pork tenderloin thin strip tate chile pepper thin strip tate salt tate soy sauce tate,198,4,13,17,https://www.allrecipes.com/recipe/239153/hunan-peppered-pork/
903, Chinese,Cantonese Style Pork and Shrimp Dumplings,ground pork watercress water chestnut onion oyster sauce sesame oil garlic soy sauce ground pepper salt round skin medium shrimp,234,28,6,16,https://www.allrecipes.com/recipe/17401/cantonese-style-pork-and-shrimp-dumplings/
904, Chinese,Chinese Sweet and Sour Spare Ribs,pork spare rib cut piece soy sauce rice wine salt vegetable oil sugar water vinegar,367,18,26,15,https://www.allrecipes.com/recipe/257508/chinese-sweet-and-sour-spare-ribs/
905, Chinese,Sichuan Pork Stir-Fry,stem lettuce cut piece salt water cornstarch lean pork cut cube rice wine salt chicken stock soy sauce vinegar sugar vegetable oil chile pepper chili bean sauce lee kum kee spring onion garlic ginger,347,8,26,20,https://www.allrecipes.com/recipe/246188/sichuan-pork-stir-fry/
906, Chinese,Chinese Steamed Buns with Barbecued Pork Filling,dry yeast lukewarm water flour sugar vegetable oil water sesame oil vegetable oil onion garlic pork cubed light soy sauce oyster sauce sugar cornstarch water,142,21,4,5,https://www.allrecipes.com/recipe/70830/chinese-steamed-buns-with-barbecued-pork-filling/
907, Chinese,Dan Dan Noodles,egg noodle canola oil peanut low-sodium soy sauce sambal oelek sugar garlic ginger ground pork salt cucumber onion cilantro lime juice,540,66,22,23,https://www.allrecipes.com/recipe/284238/dan-dan-noodles/
908, Chinese,Ground Pork Cake with Salty Egg (Haam Daan Ju Yoke Beng),duck egg ground pork egg soy sauce sugar salt ground pepper milk broccoli cut floret,419,4,28,36,https://www.allrecipes.com/recipe/99381/ground-pork-cake-with-salty-egg-haam-daan-ju-yoke-beng/
909, Chinese,Grandma's Hong Shau Rou (Red Braised Pork),pork vegetable oil cinnamon stick star anise light soy sauce rice wine dark soy sauce sugar tate garlic water,342,16,23,16,https://www.allrecipes.com/recipe/246486/grandmas-hong-shau-rou-red-braised-pork/
910, Chinese,Chinese Dandelion Dumplings,ground pork dandelion napa cabbage bok choy leaf onion light part ginger root garlic bamboo shoot soy sauce pepper kosher salt sugar sesame oil egg water wonton wrapper vegetable oil chili oil hoisin sauce soy sauce sesame oil sugar balsamic vinegar ginger root onion garlic,602,55,30,27,https://www.allrecipes.com/recipe/197938/chinese-dandelion-dumplings/
911, Chinese,My World Famous Pressure Cooker Chinese Ribs,paprika garlic powder ground pepper salt pork rib vegetable oil water ketchup brown sugar vinegar worcestershire sauce,1469,32,105,96,https://www.allrecipes.com/recipe/237281/my-world-famous-pressure-cooker-chinese-ribs/
912, Chinese,Mabo Dofu,sesame oil ginger garlic ground pork chili bean sauce soy sauce sake oyster sauce tofu cut square water onion,260,3,20,17,https://www.allrecipes.com/recipe/82675/mabo-dofu/
913, Chinese,Wonton Soup without Ginger,sugar cornstarch oyster sauce sesame oil lean ground pork raw shrimp onion wonton wrapper onion egg beaten chicken stock soy sauce sesame oil bok choy onion,326,28,15,19,https://www.allrecipes.com/recipe/171931/wonton-soup-without-ginger/
914, Chinese,Char Siu (Chinese Barbeque Pork),honey cooking wine hoisin sauce pureed kiwi dark soy sauce thai chile sauce garlic oyster sauce five-spice powder pork skin,355,13,24,21,https://www.allrecipes.com/recipe/257428/char-siu-chinese-barbeque-pork/
915, Chinese,Taiwanese Ground Pork and Pickled Cucumbers,rice wine soy sauce paste soy sauce sugar ground pepper ground pork cucumber brine vegetable oil shallot garlic ginger ground star anise water sesame oil onion,356,11,24,22,https://www.allrecipes.com/recipe/257374/taiwanese-ground-pork-and-pickled-cucumbers/
916, Chinese,Brandi's Wontons,napa cabbage ground pork soy sauce dry sherry cornstarch ginger root onion wonton wrapper egg beaten soy sauce rice vinegar ginger,241,32,6,13,https://www.allrecipes.com/recipe/55990/brandis-wontons/
917, Chinese,Jiaozi (Chinese Pork and Shrimp Dumplings),cold water cornstarch fatty ground pork medium shrimp napa cabbage chive onion ginger root garlic dry wine soy sauce sesame oil salt ground pepper flour,279,28,10,19,https://www.allrecipes.com/recipe/284390/jiaozi-chinese-pork-and-shrimp-dumplings/
918, Chinese,Ants Climbing a Tree (Sichuan Spicy Vermicelli Stir-Fry),mung bean vermicelli vegetable oil ground pork dark soy sauce teaspoon sichuan peppercorn powder water onion,454,61,18,10,https://www.allrecipes.com/recipe/283708/ants-climbing-a-tree-sichuan-spicy-vermicelli-stir-fry/
919, Chinese,Hakka-Style Squid and Pork Belly Stir-Fry,vegetable oil pork bean curd squid bell pepper garlic water soy sauce cooking wine sugar ground pepper celery garlic sprout,367,28,16,31,https://www.allrecipes.com/recipe/265491/hakka-style-squid-and-pork-belly-stir-fry/
920, Chinese,Chinese Dan-Bin,bacon egg beaten corn tortilla sweet corn kernel smooth salsa,216,21,10,13,https://www.allrecipes.com/recipe/75579/chinese-dan-bin/
921, Chinese,Chinese Spareribs with Pineapple,pork sparerib water vinegar sugar light soy sauce dark soy sauce dry wine pineapple,271,18,15,15,https://www.allrecipes.com/recipe/282728/chinese-spareribs-with-pineapple/
922, Chinese,Honey Walnut Shrimp,water sugar walnut egg mochiko vegetable oil shrimp mayonnaise honey milk,605,68,26,26,https://www.allrecipes.com/recipe/93234/honey-walnut-shrimp/
923, Chinese,Shrimp Egg Foo Young,bean sprout cooked shrimp egg onion garlic powder vegetable oil chicken broth cornstarch sugar vinegar soy sauce,227,15,12,15,https://www.allrecipes.com/recipe/163370/shrimp-egg-foo-young/
924, Chinese,Shrimp with Lobster Sauce,cornstarch cooking sherry medium shrimp vegetable oil garlic ground pork water soy sauce sugar salt cold water cornstarch egg beaten,308,5,20,26,https://www.allrecipes.com/recipe/57716/shrimp-with-lobster-sauce/
925, Chinese,Szechwan Shrimp,water ketchup soy sauce cornstarch honey pepper ground ginger vegetable oil onion garlic cooked shrimp tail,142,7,4,18,https://www.allrecipes.com/recipe/86230/szechwan-shrimp/
926, Chinese,Shrimp with Broccoli in Garlic Sauce,broccoli floret water peanut oil garlic low-sodium chicken broth soy sauce oyster sauce ginger root medium shrimp water chestnut cornstarch,198,10,8,21,https://www.allrecipes.com/recipe/223156/shrimp-with-broccoli-in-garlic-sauce/
927, Chinese,Steamed Fish with Ginger,halibut fillet coarse sea salt kosher salt ginger onion dark soy sauce light soy sauce peanut oil sesame oil packed cilantro sprig,361,2,17,48,https://www.allrecipes.com/recipe/140570/steamed-fish-with-ginger/
928, Chinese,Egg Foo Young,sesame oil onion onion celery bean sprout cornstarch shrimp soy sauce salt egg beaten,239,8,12,25,https://www.allrecipes.com/recipe/24502/egg-foo-young/
929, Chinese,Air Fryer Crab Rangoon,cream cheese lump crab meat scallion soy sauce worcestershire sauce nonstick cooking spray wonton wrapper sweet chili sauce,127,11,7,5,https://www.allrecipes.com/recipe/277955/air-fryer-crab-rangoon/
